#! FIELDS sim_num sim_time rescaled_time
0	7.7660e-09	5.9972e-05
1	3.0388e-08	2.1482e-04
2	7.2162e-09	4.0406e-03
3	1.0876e-08	5.9565e-04
4	2.9765e-08	4.6995e-04
5	2.0217e-09	1.6231e-04
6	4.0049e-08	1.4232e-03
7	3.3376e-08	2.5478e-04
8	9.4543e-08	5.1566e-04
9	7.3097e-09	8.3613e-05
11	1.8449e-09	1.6338e-04
12	1.1242e-08	2.2237e-04
13	9.0629e-09	1.9332e-04
14	1.4555e-08	1.8315e-05
15	2.5667e-09	4.8775e-06
16	3.0158e-09	3.2084e-06
17	2.8281e-08	2.2955e-05
18	3.9931e-08	4.0365e-04
19	6.6094e-09	1.1172e-03
20	7.0062e-09	7.4822e-04
21	1.1639e-08	1.6996e-05
22	8.1108e-09	7.3403e-04
23	1.0696e-08	1.3355e-04
24	8.5064e-10	2.3468e-04
25	1.2309e-08	4.4348e-05
26	4.3255e-08	1.4002e-04
27	5.3322e-09	6.9010e-04
28	1.7622e-08	1.5546e-03
29	2.1193e-08	5.9003e-04
30	7.5960e-09	5.8389e-04
31	9.4841e-09	6.2949e-04
32	7.8540e-09	8.1283e-05
33	1.4972e-08	4.9124e-04
34	2.8752e-08	2.6123e-04
35	1.9236e-08	1.2575e-04
36	5.3963e-09	7.0906e-04
37	5.9079e-09	2.2262e-05
38	6.9947e-09	1.8950e-04
39	8.8723e-08	1.4018e-03
40	2.7954e-09	1.2155e-05
41	6.0643e-09	1.0845e-05
42	1.2989e-08	1.2540e-04
43	1.1615e-08	1.4467e-05
45	1.4063e-09	2.2827e-04
46	9.2702e-09	5.1204e-04
47	8.9170e-09	6.0587e-04
48	1.2997e-09	2.4465e-04
49	9.9388e-09	2.3413e-04
50	1.9079e-08	1.4767e-04
