#! FIELDS sim_num sim_time rescaled_time
0	2.8373e-08	4.6423e-05
1	1.7646e-08	7.9527e-04
2	1.1534e-08	5.6292e-04
3	1.0284e-09	1.6720e-04
4	5.6838e-09	1.3835e-05
5	7.7116e-10	1.5050e-03
6	2.2630e-08	3.6072e-04
7	1.7685e-08	1.7921e-04
8	1.6064e-08	1.5983e-04
9	3.2552e-09	1.8565e-05
10	2.1796e-08	1.4572e-04
11	1.4334e-09	2.3411e-06
12	9.0808e-10	5.4732e-04
13	2.6279e-09	9.9655e-06
14	6.9536e-09	1.2707e-04
15	1.8028e-08	5.7384e-05
16	3.3127e-08	2.1027e-04
17	2.2417e-08	1.3687e-04
18	2.8147e-09	5.5582e-05
20	1.4421e-08	1.7925e-04
21	4.6034e-08	1.9167e-04
22	4.4704e-09	4.1445e-05
23	3.4581e-08	1.3407e-04
24	1.2766e-08	9.2479e-04
25	3.3462e-09	1.4932e-06
26	9.6202e-09	4.2246e-05
27	1.5924e-08	6.5714e-05
28	1.3967e-08	1.4284e-04
29	1.5785e-09	2.2402e-05
30	2.8052e-09	1.6416e-04
