#! FIELDS sim_num sim_time rescaled_time
1	2.1962e-08	1.0115e-04
2	5.4035e-09	1.8233e-05
3	1.7210e-09	5.5907e-06
4	2.2005e-09	7.9460e-06
6	1.0568e-08	5.2965e-05
7	2.3406e-08	9.6491e-05
8	2.7380e-09	1.0199e-05
10	1.6651e-08	8.2967e-05
11	8.1745e-09	4.1127e-05
12	1.6334e-08	7.7391e-05
16	4.0950e-10	1.3801e-06
17	4.4960e-09	1.6134e-05
19	1.4240e-09	8.9831e-06
20	1.0412e-08	4.7429e-05
21	1.6582e-08	9.7587e-05
22	1.0415e-08	4.3203e-05
25	3.8925e-09	2.4152e-05
26	1.3429e-08	5.7102e-05
29	1.1930e-08	6.6694e-05
30	1.1945e-09	4.8560e-06
33	4.9515e-09	1.2749e-05
37	3.4345e-09	1.0586e-05
38	1.7472e-08	8.0693e-05
41	6.8315e-09	3.4024e-05
42	1.7195e-08	7.0357e-05
43	4.1770e-09	1.6018e-05
44	1.1895e-08	5.3658e-05
45	5.6545e-09	2.7289e-05
46	1.7765e-09	8.9420e-06
48	9.4120e-09	4.7533e-05
50	2.1293e-08	1.0598e-04
